week,index_level,max_52,ML,CCt
406,3093.89,5335.12,0.5799101051147866,0
407,3018.28,5335.12,0.5657379777774446,0
408,3171.96,5335.12,0.594543327985125,0
409,3197.82,5335.12,0.5993904541978438,0
410,3221.89,5335.12,0.6039020678072845,0
411,3185.73,5335.12,0.5971243383466539,0
412,3272.21,5335.12,0.6133339081407728,0
413,3174.9,5335.12,0.5950943933782183,0
414,3156.75,5335.12,0.5916924080433055,0
415,3130.35,5335.12,0.5867440657379778,0
416,3074.94,5335.12,0.5763581700130457,0
417,3078.22,5335.12,0.5769729640570409,0
418,3062.5,5335.12,0.5740264511388685,0
419,3189.33,5335.12,0.5977991122973804,0
420,3163.99,5335.12,0.5930494534330999,0
421,3110.36,5335.12,0.5829971959393604,0
422,3077.16,4637.05,0.6636029372122362,0
423,3154.2,4336.2,0.7274110972741109,0
424,3192.28,4176.28,0.7643836141254897,0
425,3276.28,4176.28,0.7844972080416065,0
426,3225.16,4176.28,0.7722566494583697,0
427,3203.93,4176.28,0.7671731780436177,0
428,3205.11,4073.54,0.7868119620772105,0
429,3294.23,4073.54,0.8086897391458044,0
430,3365.02,4073.54,0.826067744517054,0
431,3307.09,3838.2,0.8616252409983848,0
432,3314.11,3838.2,0.8634542233338545,0
433,3318.04,3838.2,0.8644781407951644,0
434,3238.73,3838.2,0.8438148090250639,0
435,3275.67,3838.2,0.8534391120837893,0
436,3253.28,3838.2,0.8476056484810589,0
437,3305.85,3838.2,0.8613021728935438,0
438,3327.74,3838.2,0.8670053670991611,0
439,3340.13,3838.2,0.870233442759627,0
440,3354.17,3838.2,0.8738914074305665,0
441,3417.22,3838.2,0.8903183784065447,0
442,3417.46,3838.2,0.8903809077171592,0
443,3521.3,3838.2,0.9174352561096348,0
444,3528.95,3838.2,0.9194283778854672,0
445,3493.7,3838.2,0.9102443853889844,0
446,3346.03,3838.2,0.8717706216455631,0
447,3307.6,3838.2,0.8617581157834402,0
448,3310.08,3838.2,0.8624042519931218,0
449,3347.67,3838.2,0.8721979052680945,0
450,3319.91,3731.0,0.8898177432323774,0
451,3354.89,3528.95,0.9506765468482127,0
452,3387.96,3528.95,0.9600476062284816,0
453,3364.49,3528.95,0.9533969027614446,0
454,3413.49,3528.95,0.9672820527352328,0
455,3421.44,3528.95,0.9695348474758781,0
456,3473.85,3528.95,0.984386290539679,0
457,3427.86,3528.95,0.9713540854928521,0
458,3427.89,3528.95,0.9713625866050808,0
459,3445.81,3528.95,0.9764405843097805,0
460,3489.6,3528.95,0.9888493744598252,0
461,3456.05,3528.95,0.9793422972838948,0
462,3517.46,3528.95,0.9967440740163506,0
463,3486.5,3528.95,0.9879709261961774,0
464,3466.79,3528.95,0.982385695461823,0
465,3439.75,3528.95,0.9747233596395529,0
466,3382.55,3528.95,0.9585145723232124,0
467,3385.38,3528.95,0.9593165105768006,0
468,3403.85,3528.95,0.9645503620056958,0
469,3480.43,3528.95,0.9862508678218733,0
470,3486.51,3528.95,0.9879737599002537,0
471,3576.17,3528.95,1.01338075064821,0
472,3518.76,3576.17,0.9839465126098592,0
473,3622.88,3576.17,1.0130614596062268,0
474,3666.8,3622.88,1.0121229519056663,0
475,3655.93,3666.8,0.9970355623431875,0
476,3703.09,3666.8,1.0098969128395332,0
477,3728.6,3703.09,1.0068888414810333,0
478,3721.89,3728.6,0.9982003969318243,0
479,3707.58,3728.6,0.9943624953065494,0
480,3647.35,3728.6,0.9782089792415384,0
481,3724.67,3728.6,0.998945985088237,0
482,3795.75,3728.6,1.0180094405406854,0
483,3830.54,3795.75,1.0091655140617797,0
484,3825.99,3830.54,0.9988121779174737,0
485,3831.3,3830.54,1.0001984054467516,0
486,3837.73,3831.3,1.0016782815232428,0
487,3836.5,3837.73,0.9996794980365997,0
488,3921.0,3837.73,1.0216977223514943,0
489,3926.85,3921.0,1.0014919663351185,0
490,4021.97,3926.85,1.024222977704776,0
491,3992.7,4021.97,0.9927224718235094,0
492,4111.91,4021.97,1.0223621757496948,0
