closing_price,closingPrice
7.970045157024221,
7.948748543543994,-0.021296613480227045
8.100245027612406,0.15149648406841187
8.06458117170757,-0.03566385590483634
8.044252795071923,-0.02032837663564635
7.966915361037755,-0.0773374340341677
7.850896943004907,-0.11601841803284874
7.839084094088027,-0.011812848916879837
7.855871782471835,0.016787688383808508
7.757728677801232,-0.09814310467060317
7.733416531592774,-0.024312146208457897
7.868727063908241,0.13531053231546686
7.81087473692725,-0.05785232698099119
7.741783340888866,-0.06909139603838366
7.780274315050219,0.03849097416135283
7.694972058231549,-0.08530225681866987
7.67978333239553,-0.015188725836019046
7.751151030541075,0.07136769814554444
7.942375054071866,0.1912240235307916
8.190536345156259,0.24816129108439267
8.465956941242043,0.27542059608578384
8.181254437467835,-0.28470250377420747
8.187401410450404,0.006146972982568499
8.026668575220883,-0.16073283522952053
8.043568588120005,0.016900012899121464
8.084389966643101,0.04082137852309664
8.122629446934692,0.03823948029159041
8.131137811894268,0.008508364959576298
8.153305632325129,0.02216782043086063
8.228861061569077,0.07555542924394842
8.298386057571673,0.06952499600259543
8.319996529833913,0.021610472262240776
8.235230730755104,-0.08476579907880932
8.120361024507195,-0.11486970624790871
8.061381708871334,-0.05897931563586134
8.14605054638812,0.08466883751678544
8.239883802858245,0.09383325647012519
8.246165104189043,0.0062813013307980725
8.27530872767562,0.029143623486577397
8.285183729673124,0.009875001997503574
8.265351069450087,-0.019832660223036314
8.447176419298518,0.18182534984843102
8.498024643049517,0.0508482237509984
8.582397008436795,0.08437236538727788
8.542673786150045,-0.039723222286749404
8.50282039586605,-0.03985339028399437
8.500262475575918,-0.002557920290133353
8.417497824511093,-0.08276465106482433
8.320719626700964,-0.09677819781012964
8.326650114975013,0.00593048827404985
8.244863772652378,-0.08178634232263526
