week,inventory
1,8.185907481482324
2,10.345830888730728
3,10.799555168721248
4,10.82013821962583
5,11.179380938420351
6,11.294284262853436
7,11.48022663800699
8,11.635700464460653
9,11.655986307810881
10,10.77348300542498
11,11.727294633732958
12,11.913150199608047
13,11.938474206640247
14,11.876755748301111
15,11.910916041569859
16,11.976999046185163
17,12.002480464459538
18,11.921891105725296
19,12.016122061571728
20,11.997312653083226
21,12.004525454947265
22,12.036860779985929
23,11.938278164085316
24,10.957956364441785
25,11.56942866420396
26,10.256781788315383
27,11.918483902056442
28,12.120787051247813
29,12.207526588043311
30,12.23464066584723
31,12.222088701038862
32,12.059154911437512
33,11.864075172866123
34,11.848454399679197
35,11.943577372481434
36,12.018404822891299
37,11.933423674312124
38,12.025323851296536
39,11.702470866853503
40,12.050949826662174
41,12.101411884986621
42,12.06851601965603
43,11.108065173923345
44,11.528434574570998
45,12.123484200214545
46,12.082304861942662
47,12.1164651743295
48,12.266659619579118
49,12.059658627074638
50,12.06403661938546
51,12.1359934699428
52,11.610551143754668
53,12.121407604648926
54,12.146879810717355
55,12.267280626571289
56,12.030760465557083
57,12.159463102078261
58,12.136754721219276
59,12.216888937964024
60,12.26031458837785
61,11.975022922644866
62,12.203208547915523
63,12.108195173048362
64,12.114467095104683
65,12.143329844455147
66,12.117503692512184
67,12.194414957972704
68,12.162611755519304
69,12.113376047343987
70,12.01809110118401
71,11.996622411347966
72,12.069422107711782
73,12.086359623647947
74,12.229247033029132
75,11.943512361852173
76,12.163874704829988
77,12.181047102524621
79,12.282959609848609
80,12.214759802677628
81,12.28156965252817
82,12.301446459673427
83,12.364118586112014
84,12.284819128852408
85,12.283996186277868
86,12.273974255140747
87,12.395158770951982
88,12.510903090564474
89,12.434032579429962
90,12.474977015271085
91,12.023819086424323
92,12.507565163255359
93,12.52168962961102
95,12.478330118122637
96,12.49660191087872
97,12.42688548283943
98,12.452663155881623
99,12.582534530367544
100,12.578897475188585
101,12.592728632651284
102,12.627463594855216
103,12.72109744042343
104,11.705890181862664
105,12.564991070981216
106,12.633172035763488
107,12.653133848465625
108,12.221389737641992
109,12.816940869875614
110,12.68582237685501
111,12.632385586151177
112,12.665201735723883
113,12.684859464388607
114,12.61314978694751
115,12.443580533998798
116,12.818722640156983
117,12.890133671728861
118,12.960176157590695
119,12.976120680229862
120,12.942753341113729
121,13.02541625854602
122,12.981909795901963
123,13.01499195233387
124,13.015975667696619
125,13.06447575658111
126,13.021081200671706
127,13.048236635843693
128,13.051251834545956
129,12.952149031645025
131,12.993445326933765
132,13.045516889706704
133,13.077020763597885
134,13.0702276229838
135,13.074399271954427
136,13.044527233477423
137,13.007443987597494
138,13.085991881374184
139,13.11287651913115
140,13.057570957370494
141,13.12571973851742
142,13.174454753240143
143,12.302105291565638
144,13.212969784522341
145,13.226216958205947
146,13.149538759029921
147,13.18355254571675
148,13.348823024390674
150,13.345050824718921
151,13.153377430933498
152,13.168855665382086
153,13.113718114579294
154,13.160104149831522
155,13.1732522900406
156,12.63570339813712
157,13.191010322398943
158,13.174686341500033
159,13.176679199349843
160,12.231740392278752
161,13.268394324097246
162,13.320681307282882
163,13.34501080566985
164,13.379034543821987
165,13.39215231831197
166,12.418834492963247
167,13.245741398564334
168,13.06740442532696
169,12.97179161892435
170,13.019475358162078
171,12.954720755950992
172,12.978781648926304
173,13.075690969205898
174,13.098451759757996
175,13.104130157943167
176,13.107107597512877
177,13.092503989991588
178,13.052948988519972
179,13.14733302478775
180,12.623479499647386
181,13.062785332734924
182,11.35760410015863
183,12.772059523473084
184,13.032849963839181
185,13.110027603643209
186,13.106861847114835
187,13.169752560658132
188,13.173035578953648
189,13.17600461321884
190,13.266420430397755
191,13.32979859634623
192,13.385607254898828
193,13.379415093705685
194,13.336165836241976
195,13.124399303499596
196,13.343310919253813
197,13.312272740513206
198,13.283851075365591
199,13.051069288718393
200,11.687987401034922
201,13.286137319044808
202,13.291032157744496
203,13.310696826504751
204,13.357046491123507
205,13.383343607615043
206,13.355553888566341
207,13.313263036848124
208,13.355346362333727
209,13.213720298824189
210,13.421153031628133
211,13.402886384793518
212,12.908925077408801
213,13.476043842362733
214,13.506668857907728
215,13.5400705777123
216,13.580895206449185
217,13.406484617611222
218,13.655345326932014
219,13.72966613618112
220,13.692538080416341
221,13.672396252694531
222,13.674181989070373
223,13.603756894902501
224,13.623151998561264
225,13.716038228419384
226,13.758598349107508
227,13.690876608296131
228,13.624018278343826
229,13.638094151227575
230,13.707585645939806
231,13.54014433315509
232,13.738766653252327
233,13.753136093565907
234,12.83705714706988
235,13.214302426782861
236,13.651458689409687
237,13.695260857590311
238,13.736509557525306
239,13.782836528436981
240,13.807449151968724
241,13.828914324777733
242,13.882677496783662
243,13.90857366954622
244,13.96321047629607
245,13.993773891297375
246,13.874218992124039
247,13.343344592553855
248,13.9538915472625
249,13.920048935759365
250,13.89752363088495
251,13.894000984549594
252,13.950336861829236
253,14.010460374907701
254,13.078691492468044
255,13.474493810679363
256,14.009019304148794
257,14.03419699106813
258,14.043918627353346
259,14.00493516161933
260,13.970788031292654
261,13.692165960453693
262,13.874385885952135
263,13.820614510609722
264,13.557304436425522
265,13.882222964499835
266,13.74174022111303
267,13.880181570324496
268,13.947034311629695
269,13.884640086779854
270,13.576256679416687
271,13.642069849439723
272,13.400644902844105
273,13.502503839897988
274,13.404386970816816
275,13.02206336908635
276,13.000455596670992
277,13.086120466194716
278,13.097537755968673
279,13.177088277093576
280,13.166125684964365
281,13.064439729671124
282,12.239323652314072
283,12.42730637429373
284,12.268178522687217
285,12.167077107023179
286,11.674746651101707
287,11.306417767307444
288,12.21292908632666
289,12.21851491842006
290,12.296164689056711
291,12.313495533036418
292,12.294211719763517
293,12.25048179849758
294,12.219092517942444
295,12.246422528623365
296,12.236461200519054
297,12.119413933619631
298,12.076800739825941
299,11.908050633004075
300,12.146131540063207
301,12.150433077659494
302,12.19522906584903
303,12.31482839086704
304,12.31625800289698
306,12.286859691499831
307,12.323557859064174
308,12.386676060496757
309,12.372472285321773
310,12.344895016211275
311,12.363499381791108
312,12.379416523291777
313,12.194728543829516
314,12.375266746416628
315,12.352175312520872
316,12.353090806454892
317,12.142760039318407
318,12.328719389712754
319,12.270187639492772
320,12.23589354934243
321,12.262443527125772
322,11.716135660443655
323,12.158645551957783
324,12.170486917805166
325,12.222447837246357
326,12.26688077991891
327,12.254638975126706
