week,inventory
328,12.270534601236687
329,12.338880026121226
330,12.354440925172776
331,12.35490635816314
332,12.367710937380416
333,12.360149036883826
334,12.38180168602984
335,12.379366071114125
336,11.800867503627867
337,12.223598172395992
338,12.26434155365415
340,12.279787683352454
341,12.260414039737931
342,12.264704695257425
343,12.280149902926487
344,12.299872594600846
345,12.274203145281486
346,12.239812017388752
347,12.21755645347146
348,12.199410502656624
349,12.200728390404397
350,12.186114806189227
351,12.212442316037851
352,12.003191174770858
353,12.267741427903541
354,12.221414357329373
355,11.92675548941002
356,10.558673226808954
357,12.175360828822853
358,12.147685830455446
359,12.325041644320851
360,12.39642850735245
361,12.421349334063493
362,12.42270705829149
363,12.447602134835476
364,12.479437717087162
365,11.945538704997405
366,12.451423773068468
367,12.399729711987874
368,12.359750356382381
369,12.152460876081525
370,12.371557422550902
371,12.299462801449584
372,12.277881548276607
373,11.741343083907129
374,12.240280816859912
375,12.199314863066794
376,12.179271686939527
377,12.210517751392379
378,12.211676912250006
379,12.220980962263292
380,12.211761433647641
381,12.205892629328229
382,12.22085287776676
383,12.230438375431927
384,12.201050053404868
385,12.172795037092454
386,12.197591784477217
387,12.210099526749865
388,12.18253274331385
389,12.200793736575763
390,12.203258690068537
392,12.2365727521785
393,12.199168869213379
394,12.212775133589846
395,12.270858011199127
396,12.27026735757217
397,12.262977416094275
398,12.251609905691787
399,12.24307455279939
400,12.225757618846572
401,12.1946729148043
402,12.182220429707494
403,12.19456164746924
404,11.953139765405211
405,12.205337375285245
406,12.229291001205949
407,12.22389291710009
408,12.265477700447713
409,12.284361508424382
410,11.703049833827205
411,11.226402720238294
412,12.201632804004111
413,12.223057581369416
414,12.192901282718811
415,12.236344785518849
416,12.277676771389617
417,11.774620274633618
418,12.266852549407373
419,12.256171476830637
420,12.237464717761231
421,11.738410273401813
422,12.249194393588912
423,12.22111888106874
424,12.231793997079805
425,12.285881479703589
426,12.275104182936255
427,12.273324669287287
428,12.081812428149489
429,12.373576628973705
430,12.45827001723512
431,12.437712005045631
432,12.44560909605054
433,12.40193954850749
434,12.44473909089767
435,12.454965811586716
436,12.476988700515838
437,12.500438581119619
438,12.491135039618982
439,12.541933981303742
440,12.57649762299307
441,12.551791287796721
442,12.285027068929448
444,12.556254052015035
445,12.619390175848299
446,12.6690201890517
447,12.69121116236018
448,12.698424678439672
449,12.673159525194508
450,12.6368350614125
451,12.662592019460837
452,12.771874971599997
453,12.815563722959245
454,12.875784859830965
455,12.8496119526876
456,12.390853675339285
457,12.909071142140494
458,12.909194909112196
459,12.896378292755463
460,12.911459613344682
462,12.921964200633196
463,12.992890025497786
464,13.1400795157701
465,13.22256159128143
466,13.211664630625062
467,13.213291241602372
468,13.22666032767695
469,13.044334806661178
470,13.335039536212031
471,13.29880266754005
472,13.368602950362456
473,12.427498722829869
474,13.405464975482001
475,13.3072566245661
476,13.290602912988971
477,13.33470964730398
478,13.116371461678328
479,13.339208736680215
480,13.32911409745478
481,13.288943349693984
482,13.302148386546287
483,13.293069400998274
484,13.286536238403034
485,13.239630724560696
486,13.214523145322929
487,13.291125080180517
488,13.26212705890841
489,13.258726506874897
490,13.295248887744886
491,13.324270217615556
492,13.109140337074855
493,13.268202468620869
494,13.223283247976001
495,11.600166815513914
496,12.990015284404581
497,13.237356747782535
498,13.219725994971093
499,13.234902465347078
500,13.300158036574556
501,13.232705464406118
502,13.238374176910861
503,13.241002935029908
504,13.239531112691148
505,13.262033141618168
506,13.343211496228
507,13.316778181885667
508,13.17470532176625
509,13.416068276170373
510,13.378074791426334
511,13.157185971456894
513,13.454441689146424
514,13.463619865507114
515,13.454321153451211
516,13.489737480665086
517,13.481424272696005
518,13.537238736555413
519,13.616096960911603
520,13.549417751113635
521,13.530060659025159
522,13.298101645159125
523,13.494104849043445
524,13.482803225189922
525,13.301708843363285
526,12.97347118082121
527,13.422429450594292
528,13.415294151291777
529,13.458954178425078
530,13.461311118862083
531,13.501848578046829
532,13.535995048178886
533,13.035294544218669
534,13.616775432521752
535,13.757483060698352
536,13.77436976263244
537,13.729577871705825
538,13.732198511823066
539,13.706193335968887
540,13.71200942369608
541,13.71474281270496
542,13.707855188921291
543,13.737589015694583
544,13.7740769180938
545,13.735844862546019
546,13.7177940853582
547,13.182261146892305
548,12.036600184405103
549,13.706934879204448
550,13.721419634564679
551,13.741335352781231
552,13.767397464530712
553,13.804537574380008
554,13.720561213051209
555,13.750156771254687
556,13.78474821175416
557,13.776204081133393
558,13.721905124254263
559,13.720519427258372
560,13.545389386330116
561,13.837315101656614
562,13.853336067504255
563,13.805736951494433
564,13.840650875198012
565,13.83362155918909
566,13.30283489058913
567,12.88724592419741
568,13.870683168067142
569,13.888251596289493
570,13.93358155215662
571,13.919296534686007
572,13.885390102906776
573,13.85265989653246
574,13.638700584451959
575,13.883641057715586
576,13.888262754326348
577,13.889458731636614
578,13.01992082257717
579,13.927553595751993
580,13.902426513734778
581,13.923236972674454
582,13.940679583253921
583,13.925797120705083
584,13.69237183116309
585,13.887201253715228
586,13.888769383981154
587,13.916996175893333
588,13.866180858331344
589,13.832866075882102
590,13.91486889654244
591,13.837839403447337
592,13.819638028227514
593,13.834737529406333
594,13.808208966102752
595,13.864327388444824
596,13.825874664586578
597,13.828806770256616
598,13.272099757100595
599,13.560787326309207
600,12.171802060252727
601,13.7185810677843
602,13.723323994586679
603,13.728083821997775
604,13.756493830292948
605,13.75715766631378
606,13.71877496273791
607,13.672845004186605
608,13.711859691134789
609,13.77865568400513
610,13.813422379235861
611,13.80597221223358
612,13.809873700693377
613,13.614124829148915
614,13.82356602539019
615,13.82411245533704
616,13.838255910019203
618,13.847639840097644
619,13.816509059295859
620,13.831908375862
621,13.835832658154182
622,13.91329766764349
623,13.920960069661835
624,13.858065130703695
625,13.89653278575131
626,13.35962598409541
627,13.875945044059
628,13.889024925398141
629,13.957050918016844
630,12.984323551335308
631,13.907783402459547
632,13.903905061326807
633,13.889132697834889
634,13.659183010478953
635,13.891197639810608
636,13.895709868759518
637,13.818803131490009
638,13.852637735045558
639,13.844186446280158
640,13.824884485104972
641,13.761690917154537
642,13.764302523099921
643,13.781528658233189
644,13.749242542112544
645,13.731599461045112
646,13.698402419513528
647,13.705996985849218
648,13.684453815152308
649,13.47758867110771
650,13.674672536823978
651,13.70293406968614
653,13.733790611177936
654,13.704996787065648
655,13.780329912735036
656,13.804667989185205
657,13.824959773180963
658,13.845834116249046
659,13.80470741356899
660,13.834968027661207
661,13.881679312049718
662,13.823800104537783
663,13.826555339193028
664,13.81463517492832
