week,amount
629,9.151613198864846
630,7.895167814558021
631,8.890557883450402
632,8.968047130156165
633,8.792343062854718
634,8.481874774391775
635,8.921190556249368
636,9.260329816721097
637,8.977598402880135
638,8.968565582022135
639,8.950733801572685
640,9.066599323448086
641,8.798777711522835
642,8.781154641242313
643,8.79229445634265
644,8.552739855818285
645,8.69316462881139
646,8.55523436302999
647,8.566480374908243
648,8.468544817194136
649,8.605500728027936
650,8.44016742818568
651,8.526705802721803
652,-inf
653,8.611550189814741
654,8.652248422409102
655,8.806103509265727
656,8.84652139869134
657,8.764667143388532
658,8.864418830967077
659,8.592298808613752
660,8.70433477983817
661,8.811904004296473
662,8.82896135109565
663,8.566743066931911
664,8.257580138892049
