week,volume
112,14.345078835688435
113,14.40856996416845
114,14.500209149492129
115,14.100320259104503
116,14.291145799869655
117,14.538665954327467
118,14.602989712768725
119,14.603473705316318
120,14.403877609964768
121,14.298561203528166
122,14.326920011268628
123,14.36334117275248
124,14.40277430839267
125,14.425876492809358
126,14.687746993721884
127,14.864655253059459
128,14.776870635578556
129,14.963258665342115
131,14.89066041039804
132,14.883472555600282
133,14.682153377908543
134,14.708349227447366
135,14.83429686547196
136,14.821836124902157
137,14.879467907783566
138,14.660495173433757
139,15.042765810334053
140,15.061764100326602
141,15.198034570243479
142,15.02442552963753
143,14.027962759938921
144,15.119337294508037
145,15.221824924712747
146,15.1695280813285
147,15.130271322687461
148,15.11018868326023
150,14.970284189488149
151,15.25768441823903
152,15.335515983066822
153,15.376331381250596
154,15.243659899890329
155,15.189788257339004
156,14.730996566135147
157,15.111261584797518
158,15.270198577745631
159,15.199589466781033
160,14.230177862357237
161,15.195220036252476
162,15.235152167161989
163,15.152536678154247
164,15.055292493378829
165,14.940671621665764
166,13.968834038613752
167,15.151497980193318
168,15.555042963644688
169,15.424553392365326
170,15.40343449558201
171,15.476935234280363
172,15.481046722465372
173,15.401856491110767
174,15.411278460107265
175,15.428822755653634
176,15.33519858347459
177,15.311775964894672
178,15.09397385413109
179,15.184884828284938
180,14.691440438975093
181,15.128356959843224
182,13.113334741659694
183,14.853478245449695
184,15.091643452839463
185,15.178246587953282
186,15.210144795435497
187,15.112150415747955
188,15.218033766067236
189,15.153104838357098
190,15.125566216998356
191,15.151878584717748
192,14.9371718327858
193,15.0601601302656
194,15.164389096136171
195,14.774411636303666
196,15.092819786877643
197,15.102613115516274
198,15.03595574458874
199,14.573151102392217
200,13.118520001086583
201,14.91017272181851
202,15.02506982888742
203,15.139640909893737
204,15.183522815206123
205,15.207246586320228
206,15.285025725095117
207,15.198990211508807
208,15.120838326426966
209,14.95870320962948
210,15.131083053748425
211,15.135290580637824
212,14.354064377394717
213,15.088699768791349
214,15.02376737279925
215,15.108647969415063
216,15.031961584441078
217,14.74928869004394
218,15.17007351094269
219,14.937068894215278
220,14.929174664198266
221,14.911243037292458
222,14.801673188201363
223,14.909378610520186
224,15.056408558143112
225,15.2962742909631
226,15.34841639324404
227,15.292497636616954
228,15.086695649477404
229,14.993734692267433
230,15.205987659217497
231,15.032320018744649
232,15.351386103221337
233,15.360558844841973
234,14.03141839451872
235,14.609362432645852
236,15.406030243904489
237,15.136656345235606
238,15.34376552957269
239,15.305375659048577
240,15.63099990007475
241,15.483859625068067
242,15.64623157214905
243,16.123904844870307
244,16.238584799563768
245,16.024660851528402
246,16.071019452110786
247,15.520917887403552
248,15.962533525510167
249,15.836967123707575
250,15.906128534959544
251,15.800480830355937
252,15.822073294831524
253,15.725005950627839
254,14.377698463738115
255,14.956887912166875
256,15.630018474695149
257,15.696787552833023
258,15.790421100953045
259,15.84243397651262
260,15.955275970357112
261,15.71308154113514
262,15.998951802315796
263,15.925285722993461
264,15.590919245416554
265,15.857052653233367
266,15.835128446029485
267,15.856548792323638
268,15.973612390681472
269,16.07542319539059
270,15.949666466733511
271,16.084561824766784
272,15.978844043340224
273,16.422424272585946
274,15.641471756032558
275,16.149839636761797
276,16.11006368087394
277,16.189174891130364
278,15.970408421294522
279,16.09529252466389
280,16.257105484483557
281,16.00179989625111
282,14.399227285228122
283,11.879691323939117
284,11.801594550164635
285,11.362951052386382
286,10.673294803018983
287,10.436113806260972
288,11.573851217912722
289,11.40792044167306
290,11.343974127114445
291,11.495168743380969
292,11.375879331445484
293,11.556674371900243
294,11.355581358245379
295,11.458976014542472
296,11.392902422370499
297,11.644646469831303
298,11.269005061957316
299,11.041544888167167
300,11.346044092664151
301,11.831771846264319
302,11.617240434234867
303,11.627735195844743
304,11.538388512406758
306,11.654876314287499
307,11.612571685095276
308,11.757345067362394
309,11.719419173735169
310,11.934539474817763
311,11.511965003875105
312,11.581312819835654
313,11.330635907664284
314,11.840544340275697
315,11.5096400739787
316,11.325221448695398
317,11.134983107173381
318,11.421511684333913
319,11.6024370471737
320,11.20445547998815
321,11.334360842053979
322,10.62948906996702
323,11.615698636337715
324,11.272254196787802
325,11.109278702668847
326,11.209601696528491
327,11.574528431580697
328,11.086149893352006
329,11.2340313318847
330,11.049078842398233
331,11.16816497547867
332,11.58806076638335
333,11.107420356062043
334,11.104024460926164
335,11.240158277245076
336,11.093767029730062
337,10.948312210474514
338,10.86610828199289
340,10.94043718081213
341,11.388778472227346
342,10.851431978212078
343,10.874417973368606
344,11.02057806245001
345,11.291068585538618
346,10.937241268855741
347,11.108050182880493
348,11.136776411196116
349,11.410139410319752
350,10.77482275860842
351,10.747874036118608
352,10.599505608187757
353,10.893381843654915
354,11.38667039274505
355,10.426824581239181
356,9.014325488050225
357,10.870053060283906
358,11.175716957368046
359,11.318527278350814
360,11.312558056845157
361,11.340736400654828
362,11.692192361034955
363,11.402719897649202
364,11.387996961152973
365,10.88939762629034
366,11.376292123415663
367,11.690259605253136
368,11.386375360629799
369,11.017448118151037
370,11.41666783647811
371,11.523726918664083
372,11.466514967147566
373,10.787792138552428
374,11.311898039220727
375,11.566276640467223
376,11.399499174900035
377,11.281863142786701
378,11.276025222797195
379,11.39211284475348
380,11.612571685095276
381,11.23421634820631
382,11.188330414494908
383,11.27670933866749
384,11.433665783984596
385,11.128908688067934
386,11.198009219564678
387,11.180134444351488
388,11.519940799864134
389,11.22565664045309
390,11.005959051529958
392,11.137824659843483
393,11.388087602440143
394,11.045733878224299
395,11.266628428501106
396,11.279100065309159
397,11.504631162145408
398,11.514284541007859
399,11.520715047245059
400,11.488673755167936
401,11.690167476020884
402,11.333571500515161
403,11.321740746140868
404,11.079246050380892
405,11.299385649798714
406,11.717000359565942
407,11.429696018366945
408,11.595748918169342
409,11.860825017543982
410,11.200882391605512
411,10.548546822289019
412,11.555735881268937
413,11.612553581779652
414,11.707949338007067
415,11.616140681117734
416,11.637503142455122
417,11.0581808229708
418,11.587698929920203
419,11.893503441570443
420,11.650075303117463
421,11.029715008237211
422,11.54706598808996
423,11.649604398885447
424,11.477785215390488
425,11.571628241223964
426,11.48738199049953
427,11.810486083520496
428,11.488632772401184
429,11.799697123120648
430,11.950160521167195
431,11.886404427220537
432,12.052565924983291
433,11.756851555466966
434,11.915018226437533
435,11.97100832332027
436,12.11926124854321
437,11.97264514521845
438,11.795785932142792
439,11.980175306019342
440,12.003772846020555
441,12.222998590119767
442,11.706714353205077
444,12.140701778088506
445,12.344011187390121
446,12.36105298109791
447,12.325911344639687
448,12.196643328925507
449,12.31927185817024
450,12.101511810042911
451,12.093424528583977
452,12.434677258068062
453,12.455024284621892
454,12.749959668142274
455,12.572800390319369
456,12.168043622032632
457,12.661986858464797
458,12.74856552679453
459,12.58506029916492
460,12.630859873352374
462,12.714665779143449
463,12.870313535916264
464,13.22135948310264
465,13.315468251355343
466,13.306045674637607
467,13.146472405108014
468,13.094467891085575
469,12.82960443945224
470,13.192493735041879
471,13.313884157958622
472,13.402035455332285
473,12.40728955542642
474,13.581663679866606
475,13.419956671033614
476,13.355474685162454
477,13.379114997332278
478,13.085120387266972
479,13.284540048338323
480,13.4338474220416
481,13.153090429015597
482,13.056225711649638
483,13.148870927364873
484,13.255310849580484
485,13.032845589261601
486,12.957134898036552
487,13.121174671172938
488,13.153871734339234
489,12.98347595252725
490,13.09294074589113
491,13.127522048550464
492,12.814690820012226
493,13.063057011306887
494,12.89375240695623
495,11.178235638911106
496,12.664500154292702
497,13.066628655516228
498,12.854899532149634
499,12.881211138721062
500,12.99268967716422
501,13.00078314149956
502,12.933292696423255
503,12.892836999120895
504,12.840883365684538
505,12.841921696608042
506,13.089807127301107
507,12.924719430048519
508,12.82036328963726
509,13.040532739001465
510,13.009358159776015
511,12.895497908339342
513,13.377303225900274
514,13.157591515441766
515,13.307349713850428
516,13.407566379498926
517,13.370984403955335
518,13.535424892944967
519,13.785145160512256
520,13.522799863157648
521,13.380594496798633
522,12.988198641403082
523,13.230562859381017
524,13.068772709231252
525,12.935267240421464
526,12.513362473350657
527,13.11857219996432
528,12.967004634829692
529,12.994093547023763
530,12.962642881577139
531,13.101215325430138
532,13.25771910491754
533,12.57177769506446
534,13.360538979200431
535,13.750690397169977
536,13.850034682467935
537,13.705914418034775
538,13.57976290766704
539,13.590625491091762
540,13.560655726990236
541,13.544807522383365
542,13.399948143202527
543,13.444761319884584
544,13.48889221190245
545,13.500395621861248
546,13.27678773406438
547,12.657183296123923
548,11.497679838754662
549,13.294188370853975
550,13.219174248789372
551,13.224741249399598
552,13.279119232242959
553,13.288448839257695
554,13.176785272612472
555,13.19162074724184
556,13.31779363847164
557,13.237087517183118
558,13.225957333614435
559,13.140794476350054
560,12.96946158406026
561,13.41616965854901
562,13.645822461882283
563,13.41389652493822
564,13.430400865513118
565,13.298567930084431
566,12.877899147136354
567,12.660277122866935
568,13.56901137490236
569,13.516524839341102
570,13.696513035116789
571,13.685973463214552
572,13.445735900497482
573,13.30442323329092
574,13.054292223861996
575,13.502312367267733
576,13.36796328665673
577,13.395284034272489
578,12.556208254549036
579,13.455780953296314
580,13.44367121350577
581,13.414440278434105
582,13.449864061155743
583,13.393614193098312
584,13.285629527663124
585,13.271991273418243
586,13.217169793977625
587,13.285116379504974
588,13.456283789460398
589,13.187056886530641
590,13.49855894809651
591,13.247315321586855
592,13.232418854462376
593,13.418816868243196
594,13.172487889031334
595,13.34952285408484
596,13.30196457069583
597,13.443871348670186
598,12.617301113527443
599,12.967814951820046
600,11.570901877491346
601,13.188959779651343
602,13.049573305668993
603,12.994398179023845
604,12.979257149133774
605,13.022162859364574
606,13.032602770196705
607,12.742001529266675
608,12.854193694055267
609,13.142838327660376
610,13.261103928772023
611,12.914724012626085
612,12.92221832154725
613,12.866515832916992
614,13.007399115270474
615,13.186848772130718
616,13.176599637018398
618,13.09196602367674
619,13.053049740191838
620,13.048516601905021
621,12.963290268946142
622,13.511102719819101
623,13.768152667600843
624,13.251127675467599
625,13.283995713994736
626,12.71390178431589
627,13.494529510871489
628,13.331795758767175
629,13.606931675053978
630,12.33207073393784
631,13.335162408182825
632,13.398519783813786
633,13.222230431595195
634,12.897683646770627
635,13.308153910337028
636,13.630777295344293
637,13.331745472745139
638,13.289141423972485
639,13.273128905493765
640,13.416546770398442
641,13.16288708744219
642,13.152465721220773
643,13.188561146228794
644,12.939783387219341
645,13.071781408911885
646,12.947805207388209
647,12.973916731931205
648,12.881155137702846
649,13.016618343384348
650,12.88883610133538
651,12.98698342009358
653,13.095994761104057
654,13.12869528847736
655,13.321833716363146
656,13.365355045176148
657,13.250621138848064
658,13.330404661402222
659,13.072647785158395
660,13.168175779103159
661,13.242853855738952
662,13.260778326034083
663,13.0193645152906
664,12.710121357817139
