week,index_level,max_52,ML,mean_52,std_52,mean-2.5*std,CC
443,3521.3,3838.2,0.9174352561096348,0.6983573648850336,0.11740782566377102,0.5222456263893771,0
444,3528.95,3838.2,0.9194283778854672,0.7024967973467056,0.1212762146662424,0.5205824753473419,0
445,3493.7,3838.2,0.9102443853889844,0.7065731267069864,0.12495289788202495,0.5191437798839489,0
446,3346.03,3838.2,0.8717706216455631,0.7112564364954781,0.1279573396327099,0.5193204270464132,0
447,3307.6,3838.2,0.8617581157834402,0.7147651560706476,0.1298317474454198,0.5200175349025179,0
448,3310.08,3838.2,0.8624042519931218,0.7183319526313425,0.1312933441567385,0.5213919363962348,0
449,3347.67,3838.2,0.8721979052680945,0.721334985700217,0.13278885469402454,0.5221517036591803,0
450,3319.91,3731.0,0.8898177432323774,0.7242729936130732,0.1344257195003107,0.5226344143626072,0
451,3354.89,3528.95,0.9506765468482127,0.7279362535782226,0.13631487390566702,0.5234639427197221,0
452,3387.96,3528.95,0.9600476062284816,0.7341015444267769,0.13902532534019693,0.5255635564164816,0
453,3364.49,3528.95,0.9533969027614446,0.741322343673963,0.1408454566619767,0.5300541586809979,0
454,3413.49,3528.95,0.9672820527352328,0.7484342408177251,0.1420557667004861,0.535350590766996,0
455,3421.44,3528.95,0.9695348474758781,0.7564164555685318,0.14247448029190743,0.5427047351306706,0
456,3473.85,3528.95,0.984386290539679,0.7643781925529839,0.14259592532396562,0.5504843045670355,0
457,3427.86,3528.95,0.9713540854928521,0.772309053694252,0.14315286283369283,0.5575797594437127,0
458,3427.89,3528.95,0.9713625866050808,0.7803625839176174,0.14232599019012637,0.5668735986324278,0
459,3445.81,3528.95,0.9764405843097805,0.7878905162539692,0.1418673806722081,0.5750894452456571,0
460,3489.6,3528.95,0.9888493744598252,0.795788643302668,0.14068457522966515,0.5847617804581702,0
461,3456.05,3528.95,0.9793422972838948,0.80337145188872,0.14025064795125256,0.5929954799618411,0
462,3517.46,3528.95,0.9967440740163506,0.8106782181019132,0.13930948256144965,0.6017139942597387,0
463,3486.5,3528.95,0.9879709261961774,0.8182328720674721,0.13852585725182065,0.6104440861897411,0
464,3466.79,3528.95,0.982385695461823,0.8257491526030397,0.13688727151397126,0.6204182453320828,0
465,3439.75,3528.95,0.9747233596395529,0.8328463023592138,0.1352151470011672,0.6300235818574629,0
466,3382.55,3528.95,0.9585145723232124,0.840146859402701,0.13234473412198622,0.6416297582197217,0
467,3385.38,3528.95,0.9593165105768006,0.8472011317926991,0.1285641061377549,0.6543549725860667,0
468,3403.85,3528.95,0.9645503620056958,0.8543659865011379,0.12406732408635861,0.6682650003716,0
469,3480.43,3528.95,0.9862508678218733,0.8618312209625351,0.11856842576856079,0.6839785823096939,0
470,3486.51,3528.95,0.9879737599002537,0.8697019498810895,0.11272878763247317,0.7006087684323797,0
471,3576.17,3528.95,1.01338075064821,0.8776624750495775,0.10584540522174948,0.7188943672169532,0
472,3518.76,3576.17,0.9839465126098592,0.8856544296332474,0.09981751772417007,0.7359281530469923,0
473,3622.88,3576.17,1.0130614596062268,0.8931716807712621,0.0917419194701257,0.7555588015660735,0
474,3666.8,3622.88,1.0121229519056663,0.9014421473802402,0.08211112569252839,0.7782754588414476,0
475,3655.93,3666.8,0.9970355623431875,0.9081444553551139,0.07633786447854457,0.7936376586372971,0
476,3703.09,3666.8,1.0098969128395332,0.913329541221827,0.0729006849782978,0.8039785137543802,0
477,3728.6,3703.09,1.0068888414810333,0.9180509508124816,0.0709903614839807,0.8115654085865105,0
478,3721.89,3728.6,0.9982003969318243,0.9223277129940092,0.06946936905584619,0.8181236594102399,0
479,3707.58,3728.6,0.9943624953065494,0.9266727850608063,0.06691804371097186,0.8262957194943485,0
480,3647.35,3728.6,0.9782089792415384,0.931041810392786,0.063636287223552,0.835587379557458,0
481,3724.67,3728.6,0.998945985088237,0.9347225222613307,0.06059289498096886,0.8438331797898774,0
482,3795.75,3728.6,1.0180094405406854,0.9383812962217617,0.058542883760720206,0.8505669705806814,0
483,3830.54,3795.75,1.0091655140617797,0.9420724826837549,0.05736169147138488,0.8560299454766775,0
484,3825.99,3830.54,0.9988121779174737,0.9449097956272817,0.05695193093692015,0.8594818992219015,0
485,3831.3,3830.54,1.0001984054467516,0.9475128332154281,0.05624487062014203,0.8631455272852151,0
486,3837.73,3831.3,1.0016782815232428,0.9501228383048819,0.05545967229763847,0.8669333298584242,0
487,3836.5,3837.73,0.9996794980365997,0.9531586743144622,0.053822849736401404,0.8724243997098601,0
488,3921.0,3837.73,1.0216977223514943,0.9559709894289393,0.05230955724576693,0.8775066535602889,0
489,3926.85,3921.0,1.0014919663351185,0.9593189139264476,0.05078692280434245,0.8831385297199339,0
490,4021.97,3926.85,1.024222977704776,0.9620148714926317,0.04917719601784773,0.88824907746586,0
491,3992.7,4021.97,0.9927224718235094,0.9650382870812011,0.048041227269546384,0.8929764461768815,0
492,4111.91,4021.97,1.0223621757496948,0.9673938453324296,0.046271971131197784,0.8979858886356329,0
493,4120.85,4111.91,1.0021741721000703,0.9702490524154898,0.04495111889741883,0.9028223740693615,0
494,4104.2,4120.85,0.9959595714476381,0.9724001253711344,0.04371037662131299,0.9068345604391649,0
495,3998.14,4120.85,0.9702221629032844,0.9744304842890282,0.04225366467379597,0.9110499872783343,0
496,4003.38,4120.85,0.9714937452224662,0.975445617111983,0.04148461782221126,0.9132186903786661,0
497,3980.86,4120.85,0.9660288532705631,0.9764468741761559,0.04072750303881882,0.9153556196179277,0
498,4054.6,4120.85,0.9839232197240859,0.9775196524046481,0.03967048736780777,0.9180139213529365,0
499,4030.85,4120.85,0.9781598456629093,0.9796764331369273,0.03674965267897419,0.924551954118466,0
500,4138.75,4120.85,1.0043437640292656,0.9819149279423017,0.03275410208577197,0.9327837748136438,0
501,4225.0,4138.75,1.0208396254907883,0.984644533942997,0.02819651051081102,0.9423497681767805,0
