week,spread
345,0.29425999999999997
346,0.4494999999999999
347,0.5290999999999999
348,0.6254333333333333
349,0.7098
350,0.74265
351,0.7365000000000002
352,0.71392
353,0.659
354,0.6639599999999998
355,0.6868599999999999
356,0.6084400000000001
357,0.4515399999999999
358,0.42395
359,0.4097666666666666
360,0.41776
361,0.41268000000000005
362,0.4041600000000002
363,0.35604999999999987
364,0.44042000000000003
365,0.32226
366,0.27518333333333334
367,0.2666333333333332
368,0.20946000000000006
369,-0.05968000000000009
370,-0.09490000000000007
371,0.12623999999999996
372,0.25392000000000003
373,0.22474000000000008
374,0.21436000000000002
375,0.27418000000000003
376,0.3505200000000001
377,0.42084
378,0.33785999999999994
379,0.34019999999999995
380,0.32760000000000006
381,0.24762000000000003
382,0.26062
383,0.24250000000000008
384,0.24514999999999998
385,0.27943999999999997
386,0.30821999999999994
387,0.34434000000000003
388,0.38924000000000014
389,0.38761999999999996
390,0.3351799999999999
391,0.2787
392,0.18522000000000008
393,0.1205000000000001
394,-0.039020000000000096
395,-0.057640000000000045
396,-0.05331999999999999
397,0.18874999999999997
398,0.3851800000000001
399,0.4213
400,0.44639999999999996
401,0.41884
402,0.5456666666666665
403,0.5778
404,0.5825999999999999
405,0.5716599999999998
406,0.56392
407,0.63976
408,0.56326
409,0.5539200000000001
410,0.5956999999999999
411,0.6132200000000001
412,0.7090799999999999
413,0.7765000000000001
414,0.8249666666666666
415,0.8887999999999998
416,0.8173199999999999
417,0.6988599999999999
418,0.6138600000000001
419,0.6355000000000001
420,0.5921000000000001
421,0.42867500000000003
422,0.3850599999999999
423,0.50662
424,0.69842
425,0.6580600000000001
426,0.7298199999999999
427,0.8230999999999999
428,1.07192
429,1.1125800000000001
430,1.03576
431,1.0231799999999998
432,1.05492
433,1.07138
434,1.0535999999999999
435,1.048166666666667
436,1.0433800000000002
437,1.2344199999999999
438,1.15246
439,0.96552
440,0.8341600000000001
441,0.89462
442,0.88534
443,0.9251600000000002
444,0.8634800000000002
445,0.8107999999999997
446,0.7743600000000002
447,0.6555333333333332
448,0.6445333333333334
449,0.7434199999999999
450,0.7312000000000001
451,0.73526
452,0.7919285714285714
453,0.8031999999999998
454,0.91314
455,0.9366199999999999
456,0.952
457,0.9840199999999999
458,0.9096400000000001
459,0.84056
460,0.9641
461,1.0624600000000002
462,1.0074400000000001
463,1.0544166666666668
464,1.0258333333333336
465,0.9776
466,0.82294
467,0.8726200000000002
468,0.8017199999999999
469,0.7506999999999999
470,0.7508799999999999
471,0.7266199999999999
472,0.8238599999999998
473,0.88358
474,0.8972200000000001
475,0.8755400000000002
476,0.8527999999999999
477,0.8384600000000001
478,0.6959799999999999
479,0.5887
480,0.5662
481,0.4949
482,0.511
483,0.5637249999999999
484,0.6115399999999999
485,0.6256666666666667
486,0.6957
487,0.70912
488,0.6875200000000001
489,0.6946
490,0.70274
491,0.66766
492,0.64586
493,0.5791999999999999
494,0.6138599999999999
495,0.6290000000000001
496,0.61916
497,0.6637
498,0.7671000000000002
499,0.96535
500,1.01248
501,0.9203666666666668
502,0.89875
503,1.03736
504,1.12894
505,1.06122
506,0.9576399999999999
507,0.8436599999999999
508,0.8733000000000001
509,0.9494400000000001
510,0.9924800000000001
511,1.11444
512,1.366975
513,1.4307599999999998
514,1.4958166666666666
515,1.510175
516,1.5585499999999999
517,1.56888
518,1.4845400000000002
519,1.31738
520,1.0873399999999998
521,0.83018
522,0.89316
523,0.8252999999999999
524,0.86556
525,0.94032
526,0.9173
527,0.8865599999999999
528,0.8772000000000002
529,0.8132400000000001
530,0.7611800000000001
531,0.64336
532,0.53662
533,0.5525000000000001
534,0.5236599999999999
535,0.54724
536,0.5349833333333334
537,0.5574666666666666
538,0.5966500000000001
539,0.53542
540,0.5043599999999999
541,0.45126
542,0.4142200000000001
543,0.4519399999999999
544,0.44568
545,0.30550000000000016
546,0.40042
547,0.46133999999999986
548,0.5580400000000001
549,0.62244
550,0.6466500000000001
551,0.8401600000000002
552,1.03984
553,1.00552
554,0.8444200000000002
555,0.7573
556,0.8008666666666665
557,0.9360666666666666
558,1.00876
559,0.98662
560,0.9442600000000001
561,0.91382
562,0.8507199999999999
563,0.91734
564,1.0115500000000002
565,0.9668399999999998
566,1.0203666666666666
567,1.11168
568,1.1148
569,1.0933
570,1.0166
571,0.9677199999999999
572,0.9632000000000002
573,0.98892
574,0.9639250000000001
575,0.8916000000000001
576,0.89316
577,0.9168199999999999
578,0.97136
579,1.01154
580,0.9703800000000001
581,0.90108
582,0.8722799999999999
583,0.9026
584,0.8546400000000001
585,0.7920799999999998
586,0.73146
587,0.6118999999999999
588,0.5792999999999999
589,0.5856500000000002
590,0.6970000000000001
591,0.7235600000000001
592,0.7410000000000001
593,0.6873000000000001
594,0.6067400000000002
595,0.6047199999999999
596,0.6144399999999999
597,0.6169399999999998
598,0.5586599999999999
599,0.55988
600,0.4933799999999999
601,0.47172000000000003
602,0.45486000000000015
603,0.6423
604,0.67002
605,0.7112200000000002
606,0.8205428571428571
607,0.9187199999999999
608,0.95638
609,0.82954
610,0.8060400000000001
611,0.81924
612,0.78176
613,0.7473000000000001
614,0.7275499999999999
615,0.7411666666666666
616,0.77762
617,0.8781833333333333
618,0.9279
619,0.9458333333333332
620,0.9252800000000001
621,0.9914799999999999
622,1.01478
623,1.027075
624,0.98436
625,0.9562799999999999
626,1.0006799999999998
627,1.05104
628,1.06448
629,1.1240200000000002
630,1.15562
631,1.0985
632,1.16318
633,1.13284
634,1.02864
635,0.9840199999999999
636,0.95648
637,0.9742000000000001
638,0.9737750000000001
639,0.9324999999999999
640,0.95214
641,1.03814
642,1.0209199999999998
643,0.95534
644,0.9642000000000002
645,0.93058
646,0.7317600000000001
647,0.73854
648,0.79608
649,0.73406
650,0.7061399999999999
651,0.6726599999999999
652,0.6714199999999999
