week,index_level,diff,is_rising,pli,date
577,5069.4361,-18.82049999999981,0,0.4,577
578,5094.7727,-56.6898999999994,0,0.6,578
579,5089.2282,-62.52350000000024,0,0.6,579
580,4811.1695,-39.105099999999766,0,0.4,580
581,4921.5647,-27.105599999999868,0,0.6,581
582,4945.9829,-27.368000000000393,0,0.4,582
583,4769.2678,-92.8716000000004,0,0.2,583
584,4827.0433,25.433899999999994,1,0.8,584
585,4843.0624,-26.348899999999958,0,0.2,585
586,5013.5219,43.508600000000115,1,0.6,586
587,4855.9402,48.24240000000009,1,0.2,587
588,4849.4277,-3.768000000000029,0,0.3333333333333333,588
589,4866.3826,32.454499999999825,1,0.75,589
590,4929.9409,63.55829999999969,1,1.0,590
591,4932.1084,18.496100000000297,1,0.6,591
592,4959.7254,31.70980000000054,1,0.6,592
593,4908.7701,44.63209999999981,1,0.4,593
594,4842.3458,-26.396099999999933,0,0.2,594
595,4888.3749,-10.278000000000247,0,0.4,595
596,4890.0575,52.439000000000306,1,0.6,596
597,4860.1265,-36.3150999999998,0,0.6,597
598,4901.0175,44.85450000000037,1,0.6,598
599,5055.1172,-23.572900000000118,0,0.6,599
600,4954.7599,-79.97220000000016,0,0.4,600
601,4921.3449,-27.394000000000233,0,0.6,601
602,4940.3733,18.86239999999998,1,0.6,602
603,4822.3689,4.137100000000828,1,0.25,603
604,4726.7317,-39.1873999999998,0,0.4,604
605,4779.3142,-44.194900000000416,0,0.6,605
606,4563.772,-56.10450000000037,0,0.4,606
607,4601.3953,-38.46720000000005,0,0.4,607
608,4651.2358,22.07090000000062,1,0.8,608
609,4573.4247,44.10579999999936,1,0.4,609
610,4496.4301,-55.198200000000725,0,0.4,610
611,4306.5217,13.684299999999894,1,0.4,611
612,4265.9017,28.206100000000333,1,0.6,612
613,4174.5742,-76.73189999999977,0,0.2,613
614,4276.158,53.5612000000001,1,0.4,614
615,4230.7669,21.667099999999664,1,0.3333333333333333,615
616,4188.7472,-2.8212000000003172,0,0.4,616
617,4013.2498,17.419800000000123,1,0.2,617
618,4016.241,95.13369999999986,1,0.6,618
619,3908.815,-101.39519999999993,0,0.0,619
620,3988.6002,29.860200000000077,1,0.6,620
621,4077.5998,78.0014000000001,1,0.6,621
622,4001.2988,8.254199999999855,1,0.6,622
623,4089.5682,6.391000000000076,1,0.75,623
624,4238.9936,63.31890000000021,1,0.8,624
625,4309.0444,58.983000000000175,1,0.6,625
626,4394.7723,50.89419999999973,1,0.6,626
627,4466.7179,-18.292900000000373,0,0.6,627
628,4428.781,-14.692600000000311,0,0.4,628
629,4248.5273,-73.54690000000028,0,0.4,629
630,4238.2341,2.176300000000083,1,0.6,630
631,4170.1019,-55.57140000000072,0,0.4,631
632,4156.9111,55.374400000000605,1,0.6,632
633,4191.152,-2.3908000000001266,0,0.4,633
634,4151.0738,-29.025799999999435,0,0.2,634
635,4107.5455,-8.694099999999708,0,0.4,635
636,4023.6131,-20.126400000000103,0,0.2,636
637,4093.7874,56.10350000000017,1,0.6,637
638,3932.6826,-94.4359999999997,0,0.25,638
639,3856.0212,-13.322799999999916,0,0.2,639
640,3804.8853,-22.258100000000013,0,0.2,640
641,3842.4698,89.79689999999982,1,0.6,641
642,3742.8929,-12.034000000000106,0,0.2,642
643,3541.3295,-89.8153000000002,0,0.2,643
644,3767.1746,119.27799999999979,1,0.6,644
645,3788.4387,102.75019999999995,1,0.4,645
646,3801.5686,-17.095400000000154,0,0.4,646
647,3775.7764,18.96820000000025,1,0.6,647
648,3870.9478,-23.820900000000165,0,0.6,648
649,3998.2442,39.064400000000205,1,0.8,649
650,3954.227,2.238499999999931,1,0.4,650
651,3828.2188,-7.8091999999996915,0,0.4,651
652,3871.6338,14.933100000000195,1,0.6,652
