month,index_level,diff,is_rising,pli
125,4816.2153,-28.04989999999998,0,0.5238095238095238
126,4587.3953,-4.403999999999542,0,0.5
127,4695.3338,-77.58599999999933,0,0.4375
128,4960.2519,-20.513100000000122,0,0.6190476190476191
129,5211.2885,97.57799999999952,1,0.5652173913043478
130,5351.9646,-25.178100000000086,0,0.55
131,5336.7609,-132.79749999999967,0,0.5333333333333333
132,5048.3607,-46.36839999999938,0,0.5217391304347826
133,5123.489,-40.680200000000696,0,0.5238095238095238
134,5331.5696,10.480999999999767,1,0.6111111111111112
135,5224.041,33.4965000000002,1,0.5714285714285714
136,4811.1695,-39.105099999999766,0,0.5
137,4805.6099,-7.660399999999754,0,0.45454545454545453
138,4866.3826,32.454499999999825,1,0.45
139,4908.7701,44.63209999999981,1,0.5625
140,4832.026,-19.396999999999935,0,0.4090909090909091
141,4940.3733,18.86239999999998,1,0.6086956521739131
142,4563.772,-56.10450000000037,0,0.42105263157894735
143,4581.6459,8.221200000000863,1,0.5625
144,4222.5968,-31.5020999999997,0,0.34782608695652173
145,4016.241,95.13369999999986,1,0.42105263157894735
146,4091.5176,62.4997000000003,1,0.5789473684210527
147,4485.0108,63.65380000000005,1,0.6666666666666666
148,4170.1019,-55.57140000000072,0,0.42857142857142855
149,4078.8402,3.0464999999999236,1,0.391304347826087
150,3804.8853,-22.258100000000013,0,0.2857142857142857
151,3508.7034,-32.62609999999995,0,0.3125
152,3853.0365,4.614100000000235,1,0.5454545454545454
153,3871.6338,14.933100000000195,1,0.5454545454545454
