week,camount
535,9.304176738979047
536,9.18851696427792
537,8.486290586676422
538,7.740346960233613
539,9.390919578425626
540,9.20715630822105
541,9.351871183761611
542,9.509889254492798
543,9.611162719129661
544,9.490335979096399
545,9.52400885384849
546,9.66058188560513
547,9.445551614912707
548,9.437305412091808
549,9.564061557863534
550,9.40538316957929
551,10.061441704270676
552,10.13978106290464
553,9.97091159405263
554,9.936207856813729
555,9.865066319713263
556,9.361694000843833
557,9.173588209443153
558,10.025187352092878
559,9.80318312219826
560,9.79156276130851
561,9.553853477687975
562,9.456901967866376
563,9.410596799823171
564,9.11610111852547
565,9.342435608822507
566,9.497734903091915
567,9.590055441949927
568,8.744959640652665
569,9.501932540030928
570,9.524786081697178
571,9.724508603000821
572,9.627238539534813
573,9.620061078832084
574,9.44740891894517
575,9.732020472187946
576,9.680370250877393
577,9.790029898913069
578,9.855440037534525
579,9.83514714671858
580,10.031276363053188
581,9.995245977775669
582,9.855698112475254
583,9.866484817849068
584,9.860766359846876
585,10.102007208898856
586,9.9867003072201
587,9.887229605431527
588,9.245652494994838
589,9.519626389553078
590,8.14216805060769
591,9.578127842444111
592,9.567504896051
593,9.671566844430867
594,9.734176194875367
595,9.584656000052089
596,9.483444449937446
597,9.550640985288362
598,9.54633892499846
599,9.790144147120785
600,9.69618905273374
601,9.52882755708058
602,9.502234312047449
603,9.513721811914888
604,9.585524950793815
605,9.54760872018788
606,9.423736571835512
607,9.558410096992933
608,9.358482752353376
609,9.499299378800137
610,9.406537713255785
611,9.654853101335013
612,9.709535624410998
613,9.341743125655485
614,9.363437354001702
615,8.853335373575469
616,9.402249157406043
617,9.279271108199445
618,9.560543619590781
619,8.527862075929068
620,9.321763671759985
621,9.29417863663214
622,9.293142653137298
623,9.134526792254329
624,9.641183386262705
625,9.806802628203423
626,9.716307009967492
627,9.804705904151202
628,9.738434827452519
629,9.612269903961206
630,9.382609909413535
631,9.284568051250435
632,9.4454599238609
633,9.345387739929222
634,9.414922317608234
635,9.41683489417217
636,9.29106930568123
637,9.269099725849713
638,9.104563102822015
639,9.066239028001926
640,9.084355291323915
641,9.237261718604898
642,9.188349331850464
643,9.412870519403684
644,9.52503212663557
645,9.345048696744282
646,9.466119153519402
647,9.153983754258855
648,9.428149721699691
649,9.46799742102222
650,9.166686245754335
651,8.939615051089614
652,8.934194171422646
